State,FIPSCodes,County,number,percent
South Carolina,45091,York County,35405,20.5
South Dakota,46003,Aurora County,523,27
South Dakota,46005,Beadle County,3379,25.5
South Dakota,46007,Bennett County,546,25.1
South Dakota,46009,Bon Homme County,1284,23.3
South Dakota,46011,Brookings County,4185,17.5
South Dakota,46013,Brown County,6060,21.6
South Dakota,46015,Brule County,839,21.7
South Dakota,46017,Buffalo County,301,25.8
South Dakota,46019,Butte County,1781,23.4
South Dakota,46021,Campbell County,271,24.7
South Dakota,46023,Charles Mix County,1375,22
South Dakota,46025,Clark County,612,22.7
South Dakota,46027,Clay County,2192,21.5
South Dakota,46029,Codington County,4755,23.3
South Dakota,46031,Corson County,708,26.8
South Dakota,46033,Custer County,1400,20.5
South Dakota,46035,Davison County,3534,24.1
South Dakota,46037,Day County,969,22.8
South Dakota,46039,Deuel County,869,27
South Dakota,46041,Dewey County,983,28.1
South Dakota,46043,Douglas County,526,23.2
South Dakota,46045,Edmunds County,722,24.2
South Dakota,46047,Fall River County,1267,23
South Dakota,46049,Faulk County,445,24.9
South Dakota,46051,Grant County,1339,24.5
South Dakota,46053,Gregory County,885,27.8
South Dakota,46055,Haakon County,315,22
South Dakota,46057,Hamlin County,918,23.2
South Dakota,46059,Hand County,679,25.9
South Dakota,46061,Hanson County,515,23.3
South Dakota,46063,Harding County,233,24.2
South Dakota,46065,Hughes County,2792,21.5
South Dakota,46067,Hutchinson County,1520,28.6
South Dakota,46069,Hyde County,246,23
South Dakota,46071,Jackson County,518,25.5
South Dakota,46073,Jerauld County,360,23.2
South Dakota,46075,Jones County,180,23.6
South Dakota,46077,Kingsbury County,995,25.8
South Dakota,46079,Lake County,1820,19.8
South Dakota,46081,Lawrence County,3461,18
South Dakota,46083,Lincoln County,6523,19
South Dakota,46085,Lyman County,600,22.5
South Dakota,46087,McCook County,986,24.3
South Dakota,46089,McPherson County,486,26.1
South Dakota,46091,Marshall County,786,21.9
South Dakota,46093,Meade County,4257,21.9
South Dakota,46095,Mellette County,355,25.7
South Dakota,46097,Miner County,386,22.3
South Dakota,46099,Minnehaha County,27194,20.9
South Dakota,46101,Moody County,1031,22.2
South Dakota,46103,Pennington County,15447,19.7
South Dakota,46105,Perkins County,617,26.6
South Dakota,46107,Potter County,513,28
South Dakota,46109,Roberts County,1701,24
South Dakota,46111,Sanborn County,462,25.9
South Dakota,46113,Shannon County,1784,21.6
South Dakota,46115,Spink County,1107,22.9
South Dakota,46117,Stanley County,527,23.8
South Dakota,46119,Sully County,265,23.8
South Dakota,46121,Todd County,1457,25.8
South Dakota,46123,Tripp County,1068,25.8
South Dakota,46125,Turner County,1735,27.9
South Dakota,46127,Union County,2183,20.5
South Dakota,46129,Walworth County,1169,28.1
South Dakota,46135,Yankton County,3369,19.5
South Dakota,46137,Ziebach County,417,24.6
Tennessee,47001,Anderson County,19178,33.1
Tennessee,47003,Bedford County,11898,36.5
Tennessee,47005,Benton County,4805,37.8
Tennessee,47007,Bledsoe County,3979,36.2
Tennessee,47009,Blount County,30338,31.8
Tennessee,47011,Bradley County,26456,34.8
Tennessee,47013,Campbell County,9607,31.1
Tennessee,47015,Cannon County,3292,31
Tennessee,47017,Carroll County,8159,38.1
Tennessee,47019,Carter County,15271,34
Tennessee,47021,Cheatham County,9510,32.6
Tennessee,47023,Chester County,3773,29.8
Tennessee,47025,Claiborne County,8020,32.6
Tennessee,47027,Clay County,1997,32.9
Tennessee,47029,Cocke County,11233,41.3
Tennessee,47031,Coffee County,13322,33.9
Tennessee,47033,Crockett County,3459,32.1
Tennessee,47035,Cumberland County,15135,33
Tennessee,47037,Davidson County,121000,24.3
Tennessee,47039,Decatur County,3201,35.3
Tennessee,47041,DeKalb County,4729,32.9
Tennessee,47043,Dickson County,14042,37.8
Tennessee,47045,Dyer County,9567,34.2
Tennessee,47047,Fayette County,9357,31.4
Tennessee,47049,Fentress County,3966,29.2
Tennessee,47051,Franklin County,9056,29
Tennessee,47053,Gibson County,12375,34.1
Tennessee,47055,Giles County,6651,30.3
Tennessee,47057,Grainger County,6117,35.2
Tennessee,47059,Greene County,19021,36
Tennessee,47061,Grundy County,3808,37.2
Tennessee,47063,Hamblen County,14065,30
Tennessee,47065,Hamilton County,72052,27.2
Tennessee,47067,Hancock County,1834,35.8
Tennessee,47069,Hardeman County,6641,32.5
Tennessee,47071,Hardin County,6609,33
Tennessee,47073,Hawkins County,16909,38.8
Tennessee,47075,Haywood County,4805,35.8
Tennessee,47077,Henderson County,7576,36.5
Tennessee,47079,Henry County,9145,36.9
Tennessee,47081,Hickman County,6024,32.7
Tennessee,47083,Houston County,1941,30.9
Tennessee,47085,Humphreys County,4452,32.2
Tennessee,47087,Jackson County,3346,37
Tennessee,47089,Jefferson County,12773,32.1
Tennessee,47091,Johnson County,4791,33.1
Tennessee,47093,Knox County,89474,26.7
Tennessee,47095,Lake County,1991,31.7
Tennessee,47097,Lauderdale County,7343,35.8
Tennessee,47099,Lawrence County,10856,35.4
Tennessee,47101,Lewis County,3065,34
Tennessee,47103,Lincoln County,8787,34.8
Tennessee,47105,Loudon County,11168,28.4
Tennessee,47107,McMinn County,13940,35.1
Tennessee,47109,McNairy County,6949,35.4
Tennessee,47111,Macon County,5316,32.1
Tennessee,47113,Madison County,20445,28.3
Tennessee,47115,Marion County,7102,32.8
Tennessee,47117,Marshall County,7617,33.1
Tennessee,47119,Maury County,17697,28.5
Tennessee,47121,Meigs County,2896,32
Tennessee,47123,Monroe County,12072,35.2
Tennessee,47125,Montgomery County,33491,25.8
Tennessee,47127,Moore County,1510,31.1
Tennessee,47129,Morgan County,5491,32.4
Tennessee,47131,Obion County,8946,38
Tennessee,47133,Overton County,5832,35.1
Tennessee,47135,Perry County,2026,34.2
Tennessee,47137,Pickett County,1399,34.7
Tennessee,47139,Polk County,4241,33.2
Tennessee,47141,Putnam County,15017,27.3
Tennessee,47143,Rhea County,9226,38.3
Tennessee,47145,Roane County,14526,35.1
Tennessee,47147,Robertson County,16098,33
Tennessee,47149,Rutherford County,52440,26.1
Tennessee,47151,Scott County,6264,38.8
Tennessee,47153,Sequatchie County,3569,32.1
Tennessee,47155,Sevier County,26673,37.3
Tennessee,47157,Shelby County,190510,28.3
Tennessee,47159,Smith County,4518,32
Tennessee,47161,Stewart County,3456,34
Tennessee,47163,Sullivan County,40583,33.3
Tennessee,47165,Sumner County,36290,29.3
Tennessee,47167,Tipton County,15045,34.2
Tennessee,47169,Trousdale County,1879,32.3
Tennessee,47171,Unicoi County,4558,32
Tennessee,47173,Union County,5354,37.6
Tennessee,47175,Van Buren County,1463,33.5
Tennessee,47177,Warren County,7735,26.2
Tennessee,47179,Washington County,29831,30.9
Tennessee,47181,Wayne County,5059,37.5
Tennessee,47183,Weakley County,8947,34.4
Tennessee,47185,White County,6765,34
Tennessee,47187,Williamson County,27724,20.2
Tennessee,47189,Wilson County,24718,27.6
Texas,48001,Anderson County,11739,25.7
Texas,48003,Andrews County,2676,23.8
Texas,48005,Angelina County,18351,29.4
Texas,48007,Aransas County,4649,24.2
Texas,48009,Archer County,1688,25.7
Texas,48011,Armstrong County,361,24.7
Texas,48013,Atascosa County,9791,30.1
Texas,48015,Austin County,4708,22.3
Texas,48017,Bailey County,1220,25.9
Texas,48019,Bandera County,3916,23.6
Texas,48021,Bastrop County,12053,22
Texas,48023,Baylor County,712,25.7
Texas,48025,Bee County,5819,23.5
Texas,48027,Bell County,54275,23.9
Texas,48029,Bexar County,266148,20.7
Texas,48031,Blanco County,1935,23.3
Texas,48033,Borden County,127,26
Texas,48035,Bosque County,3637,26.8
Texas,48037,Bowie County,20240,29.4
Texas,48039,Brazoria County,56665,24.3
Texas,48041,Brazos County,28251,18.9
Texas,48043,Brewster County,1894,26.2
Texas,48045,Briscoe County,274,23.5
Texas,48047,Brooks County,1205,24.2
Texas,48049,Brown County,7277,25.9
Texas,48051,Burleson County,3714,28.9
Texas,48053,Burnet County,9475,28.1
Texas,48055,Caldwell County,7256,25.8
Texas,48057,Calhoun County,3610,23
Texas,48059,Callahan County,2603,25.5
Texas,48061,Cameron County,70082,25.8
Texas,48063,Camp County,2319,26.2
Texas,48065,Carson County,1138,26.2
Texas,48067,Cass County,6015,26.3
Texas,48069,Castro County,1225,23.1
Texas,48071,Chambers County,6796,26.3
Texas,48073,Cherokee County,11041,30.3
Texas,48075,Childress County,1414,25.9
Texas,48077,Clay County,2102,26.5
Texas,48079,Cochran County,495,24
Texas,48081,Coke County,695,27.6
Texas,48083,Coleman County,1691,26
Texas,48085,Collin County,116461,19.4
Texas,48087,Collingsworth County,531,25
Texas,48089,Colorado County,3866,25
Texas,48091,Comal County,18326,20.7
Texas,48093,Comanche County,2778,27.4
Texas,48095,Concho County,810,23.1
Texas,48097,Cooke County,7025,25
Texas,48099,Coryell County,11997,21.8
Texas,48101,Cottle County,285,26
Texas,48103,Crane County,776,24.1
Texas,48105,Crockett County,666,24.9
Texas,48107,Crosby County,1075,25.8
Texas,48109,Culberson County,401,24.2
Texas,48111,Dallam County,1115,24
Texas,48113,Dallas County,407733,23.3
Texas,48115,Dawson County,2062,21.5
Texas,48117,Deaf Smith County,3017,24.1
Texas,48119,Delta County,1119,28.4
Texas,48121,Denton County,104376,20.2
Texas,48123,DeWitt County,4585,29.6
Texas,48125,Dickens County,449,25.3
Texas,48127,Dimmit County,1757,24.1
Texas,48129,Donley County,653,24.7
Texas,48131,Duval County,2071,25.2
Texas,48133,Eastland County,3536,26.2
Texas,48135,Ector County,31669,31.3
Texas,48137,Edwards County,343,23.8
Texas,48139,Ellis County,26464,24.3
Texas,48141,El Paso County,130093,23
Texas,48143,Erath County,6459,22.5
Texas,48145,Falls County,3921,29.7
Texas,48147,Fannin County,7052,27.4
Texas,48149,Fayette County,4690,24.7
Texas,48151,Fisher County,696,23.8
Texas,48153,Floyd County,1022,23.5
Texas,48155,Foard County,248,25.2
Texas,48157,Fort Bend County,93715,20.7
Texas,48159,Franklin County,2222,28.5
Texas,48161,Freestone County,3899,26.5
Texas,48163,Frio County,2858,21.7
Texas,48165,Gaines County,3066,26
Texas,48167,Galveston County,44208,19.8
Texas,48169,Garza County,1157,23.2
Texas,48171,Gillespie County,4588,23.1
Texas,48173,Glasscock County,194,22.2
Texas,48175,Goliad County,1407,24.7
Texas,48177,Gonzales County,4198,29.4
Texas,48179,Gray County,4025,24.3
Texas,48181,Grayson County,22412,24.9
Texas,48183,Gregg County,25917,29.4
Texas,48185,Grimes County,5588,27.4
Texas,48187,Guadalupe County,21857,21.6
Texas,48189,Hale County,6395,26.1
Texas,48191,Hall County,616,26.4
Texas,48193,Hamilton County,1648,26
Texas,48195,Hansford County,949,25.5
Texas,48197,Hardeman County,768,25.8
Texas,48199,Hardin County,11763,29.2
Texas,48201,Harris County,654419,21.5
Texas,48203,Harrison County,14182,29.3
Texas,48205,Hartley County,1079,23
Texas,48207,Haskell County,1098,24.2
Texas,48209,Hays County,22013,17.5
Texas,48211,Hemphill County,702,25.6
Texas,48213,Henderson County,17825,30.1
Texas,48215,Hidalgo County,122413,23.8
Texas,48217,Hill County,6064,23.7
Texas,48219,Hockley County,4216,25.9
Texas,48221,Hood County,11183,27.4
Texas,48223,Hopkins County,6816,26.6
Texas,48225,Houston County,5558,31
Texas,48227,Howard County,6675,24.5
Texas,48229,Hudspeth County,561,24
Texas,48231,Hunt County,14974,23.4
Texas,48233,Hutchinson County,4163,26.8
Texas,48235,Irion County,284,23.6
Texas,48237,Jack County,1496,22.3
Texas,48239,Jackson County,2903,27.7
Texas,48241,Jasper County,6691,25.6
Texas,48243,Jeff Davis County,483,25.5
Texas,48245,Jefferson County,56296,30.3
Texas,48247,Jim Hogg County,800,22.3
Texas,48249,Jim Wells County,7052,24.6
Texas,48251,Johnson County,24961,22.7
Texas,48253,Jones County,4176,26
Texas,48255,Karnes County,2861,25.3
Texas,48257,Kaufman County,21130,28
Texas,48259,Kendall County,5501,19.9
Texas,48261,Kenedy County,70,22.4
Texas,48263,Kent County,154,25.7
Texas,48265,Kerr County,9674,24.9
Texas,48267,Kimble County,867,24.6
Texas,48269,King County,49,23.5
Texas,48271,Kinney County,709,25.2
Texas,48273,Kleberg County,5225,23.4
Texas,48275,Knox County,670,24.5
Texas,48277,Lamar County,11393,31.3
Texas,48279,Lamb County,2218,23.6
Texas,48281,Lampasas County,3744,25.1
Texas,48283,La Salle County,1203,21.1
Texas,48285,Lavaca County,4297,29.5
Texas,48287,Lee County,3163,25.9
Texas,48289,Leon County,3665,29
Texas,48291,Liberty County,15260,27.3
Texas,48293,Limestone County,5156,29.6
Texas,48295,Lipscomb County,564,23.1
Texas,48297,Live Oak County,2499,26.9
Texas,48299,Llano County,3996,24.9
Texas,48301,Loving County,16,21.9
Texas,48303,Lubbock County,52733,25.4
Texas,48305,Lynn County,1004,24.9
Texas,48307,McCulloch County,1640,26.9
Texas,48309,McLennan County,44320,25.9
Texas,48311,McMullen County,166,27.3
Texas,48313,Madison County,2570,24.5
Texas,48315,Marion County,2343,28.8
Texas,48317,Martin County,926,25.9
Texas,48319,Mason County,816,25.9
Texas,48321,Matagorda County,5930,22.5
Texas,48323,Maverick County,8672,23.9
Texas,48325,Medina County,8202,23.8
Texas,48327,Menard County,444,25.9
Texas,48329,Midland County,26759,25.2
Texas,48331,Milam County,4193,24
Texas,48333,Mills County,903,24.6
Texas,48335,Mitchell County,1578,22.7
Texas,48337,Montague County,3574,24.5
Texas,48339,Montgomery County,85446,24.2
Texas,48341,Moore County,3506,24.1
Texas,48343,Morris County,2617,27.5
Texas,48345,Motley County,231,25
Texas,48347,Nacogdoches County,12873,28
Texas,48349,Navarro County,8452,24.7
Texas,48351,Newton County,2883,26.9
Texas,48353,Nolan County,2648,24.4
Texas,48355,Nueces County,61484,24.2
Texas,48357,Ochiltree County,1831,26
Texas,48359,Oldham County,321,23
Texas,48361,Orange County,16972,28
Texas,48363,Palo Pinto County,6344,31
Texas,48365,Panola County,4688,26.9
Texas,48367,Parker County,25020,28.6
Texas,48369,Parmer County,1658,24.6
Texas,48371,Pecos County,2502,21.7
Texas,48373,Polk County,10370,29.3
Texas,48375,Potter County,24345,28.5
Texas,48377,Presidio County,1283,25.1
Texas,48379,Rains County,2240,26.4
Texas,48381,Randall County,25930,28.2
Texas,48383,Reagan County,519,21.6
Texas,48385,Real County,676,25.3
Texas,48387,Red River County,2680,27.7
Texas,48389,Reeves County,2588,24.5
Texas,48391,Refugio County,1380,25.5
Texas,48393,Roberts County,156,23.1
Texas,48395,Robertson County,3210,26.6
Texas,48397,Rockwall County,14178,24.1
Texas,48399,Runnels County,1876,24.7
Texas,48401,Rusk County,10110,25.1
Texas,48403,Sabine County,2263,27.4
Texas,48405,San Augustine County,1900,28
Texas,48407,San Jacinto County,5331,26.5
Texas,48409,San Patricio County,13883,30.1
Texas,48411,San Saba County,1116,25.5
Texas,48413,Schleicher County,533,24.1
Texas,48415,Scurry County,2961,23.9
Texas,48417,Shackelford County,627,25.2
Texas,48419,Shelby County,5039,27.3
Texas,48421,Sherman County,496,23.5
Texas,48423,Smith County,44910,28.7
Texas,48425,Somervell County,1548,24.5
Texas,48427,Starr County,10012,25.3
Texas,48429,Stephens County,1701,24.1
Texas,48431,Sterling County,214,23.9
Texas,48433,Stonewall County,263,24.3
Texas,48435,Sutton County,627,21.8
Texas,48437,Swisher County,1393,25.1
Texas,48439,Tarrant County,321729,24
Texas,48441,Taylor County,21568,22.5
Texas,48443,Terrell County,182,25.2
Texas,48445,Terry County,2504,27.8
Texas,48447,Throckmorton County,308,25.3
Texas,48449,Titus County,5499,25
Texas,48451,Tom Green County,21498,25.6
Texas,48453,Travis County,124362,15
Texas,48455,Trinity County,2779,24.8
Texas,48457,Tyler County,4224,25.1
Texas,48459,Upshur County,8006,27.4
Texas,48461,Upton County,548,23.6
Texas,48463,Uvalde County,4727,25.5
Texas,48465,Val Verde County,9213,27.6
Texas,48467,Van Zandt County,13124,33.7
Texas,48469,Victoria County,18391,28.6
Texas,48471,Walker County,13596,24.6
Texas,48473,Waller County,9157,29.3
Texas,48475,Ward County,1760,22.5
Texas,48477,Washington County,6056,23.9
Texas,48479,Webb County,40504,24.7
Texas,48481,Wharton County,8056,27.5
Texas,48483,Wheeler County,1178,28.7
Texas,48485,Wichita County,26975,27.9
Texas,48487,Wilbarger County,2487,25.9
Texas,48489,Willacy County,3630,23.3
Texas,48491,Williamson County,54430,16.5
Texas,48493,Wilson County,7123,21.7
Texas,48495,Winkler County,1211,23.8
Texas,48497,Wise County,9265,21
Texas,48499,Wood County,8871,26.7
Texas,48501,Yoakum County,1254,23.5
Texas,48503,Young County,3386,24.9
Texas,48505,Zapata County,1961,21.6
Texas,48507,Zavala County,1854,23
Utah,49001,Beaver County,1121,26.8
Utah,49003,Box Elder County,6667,20.3
Utah,49005,Cache County,10649,14.1
Utah,49007,Carbon County,3704,25.2
Utah,49009,Daggett County,171,20.3
Utah,49011,Davis County,30740,15
Utah,49013,Duchesne County,3152,24.7
Utah,49015,Emery County,1606,22.6
Utah,49017,Garfield County,743,20.3
Utah,49019,Grand County,1212,17.2
Utah,49021,Iron County,5582,17.9
Utah,49023,Juab County,1353,21.2
Utah,49025,Kane County,1135,21.1
Utah,49027,Millard County,1961,23.7
Utah,49029,Morgan County,930,14.7
Utah,49031,Piute County,228,21.1
Utah,49033,Rich County,292,19.1
Utah,49035,Salt Lake County,119435,16
Utah,49037,San Juan County,2135,22.2
Utah,49039,Sanpete County,3707,19.7
Utah,49041,Sevier County,3205,23
Utah,49043,Summit County,3026,11.1
Utah,49045,Tooele County,7821,20.6
Utah,49047,Uintah County,4967,21.7
Utah,49049,Utah County,47966,14.3
Utah,49051,Wasatch County,2359,13.9
Utah,49053,Washington County,17323,17.1
Utah,49055,Wayne County,398,21
Utah,49057,Weber County,27795,17.1
Vermont,50001,Addison County,5021,17.8
Vermont,50003,Bennington County,5782,20.4
Vermont,50005,Caledonia County,4768,20.1
Vermont,50007,Chittenden County,18309,15.1
Vermont,50009,Essex County,1336,26.7
Vermont,50011,Franklin County,8160,22.7
Vermont,50013,Grand Isle County,1000,18.2
Vermont,50015,Lamoille County,3621,19.2
Vermont,50017,Orange County,4674,20.9
Vermont,50019,Orleans County,5238,24.9
Vermont,50021,Rutland County,10169,21.4
Vermont,50023,Washington County,7365,16.1
Vermont,50025,Windham County,5981,17.4
Vermont,50027,Windsor County,8045,18.1
Virginia,51001,Accomack County,7063,27.7
Virginia,51003,Albemarle County,13454,17.7
Virginia,51005,Alleghany County,3418,27.1
Virginia,51007,Amelia County,2651,27.1
Virginia,51009,Amherst County,7375,29.8
Virginia,51011,Appomattox County,2977,25.7
Virginia,51013,Arlington County,24760,13.4
Virginia,51015,Augusta County,14499,25.3
Virginia,51017,Bath County,1005,26.8
Virginia,51019,Bedford County,14022,24
Virginia,51021,Bland County,1370,25.3
Virginia,51023,Botetourt County,5585,21.9
Virginia,51025,Brunswick County,3391,25.6
Virginia,51027,Buchanan County,6452,34.1
Virginia,51029,Buckingham County,4587,33.9
Virginia,51031,Campbell County,10651,25.1
Virginia,51033,Caroline County,4530,20.7
Virginia,51035,Carroll County,5939,25.4
Virginia,51036,Charles City County,1626,27.9
Virginia,51037,Charlotte County,2655,28.5
Virginia,51041,Chesterfield County,46545,19.7
Virginia,51043,Clarke County,2417,22.1
Virginia,51045,Craig County,935,22.9
Virginia,51047,Culpeper County,8024,22.9
Virginia,51049,Cumberland County,1727,22.8
Virginia,51051,Dickenson County,3161,26.3
Virginia,51053,Dinwiddie County,5663,26.5
Virginia,51057,Essex County,2356,27.2
Virginia,51059,Fairfax County,129968,15.6
Virginia,51061,Fauquier County,12023,24.3
Virginia,51063,Floyd County,2968,24.7
Virginia,51065,Fluvanna County,4528,22.9
Virginia,51067,Franklin County,9732,22.3
Virginia,51069,Frederick County,12488,20.8
Virginia,51071,Giles County,4170,32
Virginia,51073,Gloucester County,6553,23
Virginia,51075,Goochland County,3677,21.6
Virginia,51077,Grayson County,3896,32.1
Virginia,51079,Greene County,3499,25.2
Virginia,51081,Greensville County,2540,26.8
Virginia,51083,Halifax County,7614,28
Virginia,51085,Hanover County,13763,18.4
Virginia,51087,Henrico County,53439,22.6
Virginia,51089,Henry County,15396,37.6
Virginia,51091,Highland County,465,24.4
Virginia,51093,Isle of Wight County,6461,23.7
Virginia,51095,James City County,11120,20.4
Virginia,51097,King and Queen County,1482,26.4
Virginia,51099,King George County,3649,20.6
Virginia,51101,King William County,3283,27.5
Virginia,51103,Lancaster County,2311,25
Virginia,51105,Lee County,6163,31
Virginia,51107,Loudoun County,42384,17.7
Virginia,51109,Louisa County,6889,26.3
Virginia,51111,Lunenburg County,2625,26.4
Virginia,51113,Madison County,2457,24.3
Virginia,51115,Mathews County,1579,22
Virginia,51117,Mecklenburg County,6946,28.1
Virginia,51119,Middlesex County,2029,22.8
Virginia,51121,Montgomery County,14654,20
Virginia,51125,Nelson County,2625,22.4
Virginia,51127,New Kent County,3157,21.2
Virginia,51131,Northampton County,2548,26.8
Virginia,51133,Northumberland County,2615,25.9
Virginia,51135,Nottoway County,3454,28.2
Virginia,51137,Orange County,6720,25.6
Virginia,51139,Page County,4855,26.3
Virginia,51141,Patrick County,4074,27.9
Virginia,51143,Pittsylvania County,14733,30.2
Virginia,51145,Powhatan County,4815,22
Virginia,51147,Prince Edward County,3960,23.4
Virginia,51149,Prince George County,6957,24.4
Virginia,51153,Prince William County,51663,16.9
Virginia,51155,Pulaski County,7413,27
Virginia,51157,Rappahannock County,1483,25
Virginia,51159,Richmond County,1703,23.4
Virginia,51161,Roanoke County,18279,25.5
Virginia,51163,Rockbridge County,4763,26.5
Virginia,51165,Rockingham County,13584,23.5
Virginia,51167,Russell County,5928,26.8
Virginia,51169,Scott County,5867,32.7
Virginia,51171,Shenandoah County,7777,23.8
Virginia,51173,Smyth County,6796,27.5
Virginia,51175,Southampton County,4231,29.7
Virginia,51177,Spotsylvania County,22676,24.9
Virginia,51179,Stafford County,19836,20.7
Virginia,51181,Surry County,1396,26.1
Virginia,51183,Sussex County,2470,25.5
Virginia,51185,Tazewell County,10196,29.6
Virginia,51187,Warren County,6099,21.2
Virginia,51191,Washington County,11695,27.2
Virginia,51193,Westmoreland County,4155,29.9
Virginia,51195,Wise County,10848,34.7
Virginia,51197,Wythe County,6063,26.6
Virginia,51199,York County,10653,22.2
Virginia,51510,Alexandria city,17754,14.7
Virginia,51520,Bristol city,3410,25.2
Virginia,51530,Buena Vista city,1098,22.4
Virginia,51540,Charlottesville city,6751,18.4
Virginia,51550,Chesapeake city,35852,21.4
Virginia,51570,Colonial Heights city,3401,25.8
Virginia,51580,Covington city,1000,22.7
Virginia,51590,Danville city,9282,28.8
Virginia,51595,Emporia city,1131,27.6
Virginia,51600,Fairfax city,2948,16.1
Virginia,51610,Falls Church city,2037,21.1
Virginia,51620,Franklin city,1637,26.3
Virginia,51630,Fredericksburg city,4487,22
Virginia,51640,Galax city,1278,24.7
Virginia,51650,Hampton city,24093,23.5
Virginia,51660,Harrisonburg city,6704,18
Virginia,51670,Hopewell city,4222,26.1
Virginia,51678,Lexington city,1019,19.9
Virginia,51680,Lynchburg city,12269,21.4
Virginia,51683,Manassas city,5879,20.1
Virginia,51685,Manassas Park city,2354,21.1
Virginia,51690,Martinsville city,2763,26.7
Virginia,51700,Newport News city,33823,25.5
Virginia,51710,Norfolk city,43952,23.6
Virginia,51720,Norton city,692,22.9
Virginia,51730,Petersburg city,6459,26
Virginia,51735,Poquoson city,1978,21.7
Virginia,51740,Portsmouth city,20674,29
Virginia,51750,Radford city,2490,19.7
Virginia,51760,Richmond city,34422,20.7
Virginia,51770,Roanoke city,19143,25.5
Virginia,51775,Salem city,3963,20.8
Virginia,51790,Staunton city,4530,23.8
Virginia,51800,Suffolk city,15222,24.5
Virginia,51810,Virginia Beach city,63423,18.9
Virginia,51820,Waynesboro city,3611,22.9
Virginia,51830,Williamsburg city,2487,22.6
Virginia,51840,Winchester city,4435,21.9
Washington,53001,Adams County,2785,23.6
Washington,53003,Asotin County,3715,21.9
Washington,53005,Benton County,24471,18.8
Washington,53007,Chelan County,9406,17.3
Washington,53009,Clallam County,10920,18.8
Washington,53011,Clark County,54848,17.2
Washington,53013,Columbia County,708,22.3
Washington,53015,Cowlitz County,16051,21.1
Washington,53017,Douglas County,5276,18.9
Washington,53019,Ferry County,1170,19.5
Washington,53021,Franklin County,9530,17.3
Washington,53023,Garfield County,479,27.5
Washington,53025,Grant County,15904,25.9
Washington,53027,Grays Harbor County,13892,25.5
Washington,53029,Island County,11583,18.7
Washington,53031,Jefferson County,4110,16.1
Washington,53033,King County,211404,13.5
Washington,53035,Kitsap County,34674,17.9
Washington,53037,Kittitas County,5555,17.3
Washington,53039,Klickitat County,3604,22.5
Washington,53041,Lewis County,11752,20.7
Washington,53043,Lincoln County,1813,23.1
Washington,53045,Mason County,10356,21.8
Washington,53047,Okanogan County,6354,20.7
Washington,53049,Pacific County,4104,24.8
Washington,53051,Pend Oreille County,1906,19.1
Washington,53053,Pierce County,112809,18.7
Washington,53055,San Juan County,2009,15.1
Washington,53057,Skagit County,15943,17.9
Washington,53059,Skamania County,1803,20.8
Washington,53061,Snohomish County,97570,17.6
Washington,53063,Spokane County,63665,17.8
Washington,53065,Stevens County,6590,20.2
Washington,53067,Thurston County,32885,16.6
Washington,53069,Wahkiakum County,723,22.3
Washington,53071,Walla Walla County,8785,20
Washington,53073,Whatcom County,23799,15.2
Washington,53075,Whitman County,5380,15.5
Washington,53077,Yakima County,39379,23.7
West Virginia,54001,Barbour County,4133,32.5
West Virginia,54003,Berkeley County,20696,25.9
West Virginia,54005,Boone County,5800,32
West Virginia,54007,Braxton County,3599,32
West Virginia,54009,Brooke County,5254,28.2
West Virginia,54011,Cabell County,20762,27.8
West Virginia,54013,Calhoun County,1783,30.2
West Virginia,54015,Clay County,2517,36.6
West Virginia,54017,Doddridge County,2266,34.2
West Virginia,54019,Fayette County,11240,32
West Virginia,54021,Gilmer County,2010,28.3
West Virginia,54023,Grant County,3265,35.5
West Virginia,54025,Greenbrier County,9056,32.3
West Virginia,54027,Hampshire County,4858,26.8
West Virginia,54029,Hancock County,7392,31.3
West Virginia,54031,Hardy County,3810,35.1
West Virginia,54033,Harrison County,16867,32.1
West Virginia,54035,Jackson County,6413,28.9
West Virginia,54037,Jefferson County,10087,24.8
West Virginia,54039,Kanawha County,40658,27.4
West Virginia,54041,Lewis County,3766,29.6
West Virginia,54043,Lincoln County,5613,34.5
West Virginia,54045,Logan County,9589,34.4
West Virginia,54047,McDowell County,6073,37.5
West Virginia,54049,Marion County,11836,27
West Virginia,54051,Marshall County,6601,26.1
West Virginia,54053,Mason County,6587,31.6
West Virginia,54055,Mercer County,15484,32.6
West Virginia,54057,Mineral County,5540,26.2
West Virginia,54059,Mingo County,7254,36.7
West Virginia,54061,Monongalia County,19166,24.1
West Virginia,54063,Monroe County,3085,29.5
West Virginia,54065,Morgan County,3957,28.9
West Virginia,54067,Nicholas County,6928,34.5
West Virginia,54069,Ohio County,7257,21.5
West Virginia,54071,Pendleton County,1774,29.8
West Virginia,54073,Pleasants County,1643,27.6
West Virginia,54075,Pocahontas County,1698,24.2
West Virginia,54077,Preston County,7568,28.5
West Virginia,54079,Putnam County,10804,25.5
West Virginia,54081,Raleigh County,18684,30.9
West Virginia,54083,Randolph County,6479,28
West Virginia,54085,Ritchie County,2550,32.6
West Virginia,54087,Roane County,3519,31.4
West Virginia,54089,Summers County,3464,31.6
West Virginia,54091,Taylor County,4221,32
West Virginia,54093,Tucker County,1978,35.4
West Virginia,54095,Tyler County,2420,34.4
West Virginia,54097,Upshur County,4764,25.5
West Virginia,54099,Wayne County,10038,31.6
